id,date,medtype,medium,headline,value
150281902,2015-02-27T00:00:00Z,Newspaper,Telegraaf,AEX hervat voortgang,1
150282118,2015-02-13T00:00:00Z,Newspaper,Telegraaf,Glas op Wall Street halfvol,1
150282124,2015-02-13T00:00:00Z,Newspaper,Telegraaf,Opleving huizenmarkt zet ook door in 2015,1
150284544,2015-04-30T00:00:00Z,Newspaper,NoordelijkDagblad,Minder woningen onder water,1
150284790,2015-04-01T00:00:00Z,Newspaper,NoordelijkDagblad,Werkloosheid iets gedaald in eurozone,1
150285229,2015-02-13T00:00:00Z,Newspaper,NoordelijkDagblad,Dijsselbloem maakt voortgang met Grieken,1
150285232,2015-02-13T00:00:00Z,Newspaper,NoordelijkDagblad,Webwinkel Zalando boekt eerste winst,1
150285254,2015-02-11T00:00:00Z,Newspaper,NoordelijkDagblad,IEA voorziet mogelijk herstel van olieprijs,1
150285303,2015-02-06T00:00:00Z,Newspaper,NoordelijkDagblad,Opeens is er groei in heel Europa,1
150285424,2015-05-27T00:00:00Z,Newspaper,FD,Marktwaarde op Japanse beurs overschrijdt piek van 1989; Tokio breekt een haast mythisch record,1
150285706,2015-05-08T00:00:00Z,Newspaper,FD,Werkgelegenheid EU is verbeterd,1
150285805,2015-05-02T00:00:00Z,Newspaper,FD,Industrie-index stevig in de plus,1
150286207,2015-04-08T22:00:00Z,Newspaper,FD,Een zomers scenario,1
150286742,2015-02-26T00:00:00Z,Newspaper,FD,Duits cao-akkoord is kans voor Europa,1
150287132,2015-02-14T00:00:00Z,Newspaper,FD,Griekenland is heel goed in staat om last van hoge overheidsschuld te dragen; Het is oneerlijk om te beweren dat de trojka Griekenland tot excessieve bezuinigingen heeft gedwongen,1
150287152,2015-02-13T00:00:00Z,Newspaper,FD,Snelle daling van inflatie goed voor de koopkracht,1
150287153,2015-02-13T00:00:00Z,Newspaper,FD,Webwinkelgigant Zalando maakt voor het eerst sinds bestaan winst,1
150287297,2015-02-06T00:00:00Z,Newspaper,FD,Akkoord Brink's over sociaal plan,1
150287309,2015-02-06T00:00:00Z,Newspaper,FD,Herstel olieprijs helpt New York,1
150289181,2015-05-28T22:00:00Z,Newspaper,AD,EU-miljardenfonds creëert 34.000 banen in Nederland,1
150289762,2015-03-20T00:00:00Z,Newspaper,AD,Lente ontluikt ook in onze portemonnee,1
150289763,2015-03-20T00:00:00Z,Newspaper,AD,Geld rolt weer,1
150290120,2015-02-09T23:00:00Z,Newspaper,AD,Asscher in actie voor eerlijk werk,1
150290224,2015-05-29T22:00:00Z,Newspaper,NHD,Loon investeren in je baan; 'Dit kan enorm veel positieve energie geven',1
150290677,2015-03-06T00:00:00Z,Newspaper,NHD,Aankondiging Draghi geeft beurzen impuls,1
150290740,2015-02-19T00:00:00Z,Newspaper,NHD,'ECB geeft Grieken lucht',1
150291453,2015-04-20T00:00:00Z,Newspaper,Volkskrant,Partijen doen beloften alsof crisis er nooit is geweest,1
150292152,2015-02-14T00:00:00Z,Newspaper,Volkskrant,Nederlandse economie zet nog een tandje bij,1
150292328,2015-05-29T00:00:00Z,Newspaper,Trouw,Europa krijgt zijn prestigieuze investeringsfonds,1
150292504,2015-05-01T00:00:00Z,Newspaper,Trouw,Van Gansewinkel verlost van juk opkoopfondsen,1
150292674,2015-04-09T00:00:00Z,Newspaper,Trouw,Er is hulp onderweg voor het mkb,1
150292964,2015-03-05T00:00:00Z,Newspaper,Trouw,Met groei van de economie daalt aantal daklozen,1
150292968,2015-03-05T00:00:00Z,Newspaper,Trouw,Geldinjectie van ECB is ook psychologische aanjager,1
150759335,2015-07-02T00:00:00Z,Newspaper,AD,Pensioenen iets beter,1
150759487,2015-06-16T00:00:00Z,Newspaper,AD,IMF: Herstel economie in Nederland zet door,1
150760834,2015-07-06T00:00:00Z,Newspaper,NHD,Meer kans op vakantiebaan voor jongere,1
150761828,2015-06-03T00:00:00Z,Newspaper,Telegraaf,Deflatiespook verdwenen,1
163450725,2015-07-03T22:00:00Z,Newspaper,Volkskrant,Huurders en corporaties positief over plan Blok,1
163464790,2015-07-04T00:00:00Z,Newspaper,Trouw,Geen lagere belastingen maar banen,1
163500076,2015-07-04T00:00:00Z,Newspaper,FD,Hypotheekaanvragen stijgen explosief door aantrekkende woningmarkt,1
164107285,2015-07-04T00:00:00Z,Newspaper,NoordelijkDagblad,Nieuw werk voor ontslagenen Aldel,1
10273,2015-02-10T18:05:27Z,Internet,4 NOS.nl,Dijsselbloem wil met Griekenland naar oplossing zoeken,0
10881,2015-03-05T10:59:19Z,Internet,4 NOS.nl,Dijsselbloem: niet extra bezuinigen,0
12501,2015-05-02T13:32:05Z,Internet,4 NOS.nl,Van Baalen (VVD) wil Griekenland uit de euro,0
13623,2015-06-15T09:55:32Z,Internet,4 NOS.nl,Rabobank verhoogt hypotheekrente,0
13921,2015-06-24T04:15:06Z,Internet,4 NOS.nl,'Familiebedrijf is niet uit op snelle winst',0
14315,2015-07-05T19:52:22Z,Internet,4 NOS.nl,"PvdA, D66: verder praten; PVV: nu Grexit",0
15261,2015-02-12T09:06:33Z,Internet,6 nrc.nl,Inflatie gedaald naar laagste niveau in 27 jaar: nul procent,0
16435,2015-04-07T10:43:38Z,Internet,6 nrc.nl,Dijsselbloem wil nog niet zeggen wanneer ABN wel naar beurs kan,0
16609,2015-04-14T13:00:17Z,Internet,6 nrc.nl,"Wankel herstel van wereldeconomie, zegt het IMF",0
18167,2015-06-24T16:00:15Z,Internet,6 nrc.nl,"Grieken op hun 57ste met pensioen, en wÃ­j maar werken. Of nie",0
20671,2015-02-02T04:30:00Z,Internet,2 telegraaf.nl,'Thuiszorg in zwart circuit',0
26615,2015-04-18T17:51:11Z,Internet,2 telegraaf.nl,Draghi: scherp zijn op gevaren lage rente,0
26983,2015-04-23T22:01:00Z,Internet,2 telegraaf.nl,Grieks drama of Griekse redding?,0
27069,2015-04-25T03:45:00Z,Internet,2 telegraaf.nl,Spaarrente duikt onder 1 procent,0
28877,2015-05-22T05:21:06Z,Internet,2 telegraaf.nl,Bank of Japan handhaaft omvang steunbeleid,0
30591,2015-06-11T12:51:00Z,Internet,2 telegraaf.nl,'Wall Street opent vrijwel onveranderd',0
33235,2015-07-13T06:34:07Z,Internet,2 telegraaf.nl,'Beurshandel in teken Grieks marathonoverleg',0
35149,2015-02-11T10:11:00Z,Internet,5 volkskrant.nl,Olieprijs vindt weg omhoog,0
35327,2015-02-12T22:27:00Z,Internet,5 volkskrant.nl,Inflatie daalt naar 0 procent: moeten we daar wel of niet blij m,0
36311,2015-03-01T14:02:00Z,Internet,5 volkskrant.nl,Varoufakis: koste wat het kost schuld aflossen,0
40877,2015-05-15T00:00:00Z,Internet,5 volkskrant.nl,Is rentestijging een raadsel?,0
42729,2015-06-17T00:00:00Z,Internet,5 volkskrant.nl,Belastingplan: btw gaat op veel producten naar 21 procent,0
43227,2015-06-24T00:00:00Z,Internet,5 volkskrant.nl,De bal ligt bij het Griekse volk,0
43589,2015-06-29T05:27:00Z,Internet,5 volkskrant.nl,Live - Merkel: Grieken mogen hun eigen keuze maken,0
148571717,2015-02-13T00:00:00Z,Newspaper,NRC,"Help! De prijzen dalen!; Staat van de Nederlandse economie Bestendige groei, hoge werkloosheid en deflatie",0
148571779,2015-02-07T00:00:00Z,Newspaper,NRC,Obligaties goed spreiden,0
148572055,2015-04-18T00:00:00Z,Newspaper,NRC,Pensioenspaarders zijn net konijnen; Erica antwoordt,0
148572080,2015-04-16T22:00:00Z,Newspaper,NRC,Over drie jaar kijkt Asscher of de 'flexwet' echt werkt,0
148572309,2015-03-28T00:00:00Z,Newspaper,NRC,Pinautomaat van de staat,0
150280548,2015-05-29T00:00:00Z,Newspaper,Telegraaf,Economie is gebaat bij rust; Brief van de Dag,0
150280743,2015-05-15T00:00:00Z,Newspaper,Telegraaf,'Huizenprijzen blijven stijgen',0
150280865,2015-05-05T00:00:00Z,Newspaper,Telegraaf,Steunaankoop (I),0
150281029,2015-04-23T00:00:00Z,Newspaper,Telegraaf,Cijfer van de week,0
150281393,2015-03-30T22:00:00Z,Newspaper,Telegraaf,Rutte wil adviezen,0
150281436,2015-03-28T00:00:00Z,Newspaper,Telegraaf,Weer uitstel openheid naheffing,0
150281460,2015-03-27T00:00:00Z,Newspaper,Telegraaf,'Na eerste aanmaning stoppen geen optie'; INTERVIEW Staatssecretaris Wiebes (Financiën),0
150281528,2015-03-22T00:00:00Z,Newspaper,Telegraaf,Richt op taksverlaging,0
150281546,2015-03-20T23:00:00Z,Newspaper,Telegraaf,Hypotheek oversluiten?,0
150281620,2015-03-16T23:00:00Z,Newspaper,Telegraaf,Provincie Utrecht aan kop; DFT legt twaalf provincies voor verkiezingen langs deeconomische meetlat,0
150281721,2015-03-11T00:00:00Z,Newspaper,Telegraaf,Banen,0
150282064,2015-02-17T00:00:00Z,Newspaper,Telegraaf,Wat brengt TNT?,0
150282114,2015-02-13T00:00:00Z,Newspaper,Telegraaf,Tien keer Apple,0
150282116,2015-02-13T00:00:00Z,Newspaper,Telegraaf,Zweedse rente onder nulpunt,0
150282119,2015-02-13T00:00:00Z,Newspaper,Telegraaf,Moeders werken dankzij de oma's; Ouders creatief in omzeilen dure kinderopvang,0
150282229,2015-02-06T00:00:00Z,Newspaper,Telegraaf,Onderzoek rentebeleid banken,0
150282410,2015-03-25T00:00:00Z,Newspaper,Metro,"Nerd in de lift, manager buitenspel",0
150282473,2015-02-12T23:00:00Z,Newspaper,Metro,Mes in eigen vlees voor meer zitplekken in trein,0
150282475,2015-02-13T00:00:00Z,Newspaper,Metro,Geld. Goedkope benzine leidt tot extreem lage inflatie begin dit jaar,0
150284361,2015-05-27T22:00:00Z,Newspaper,NoordelijkDagblad,'Maar we zijn hier in Emmen wél heel gelukkig',0
150284678,2015-04-16T00:00:00Z,Newspaper,NoordelijkDagblad,De overheid moet geen cent in voetbalclubs steken,0
150285134,2015-02-23T00:00:00Z,Newspaper,NoordelijkDagblad,We hebben dus de pest aan ouderen,0
150285233,2015-02-12T23:00:00Z,Newspaper,NoordelijkDagblad,Net sluit zich rond Speed Events,0
150285235,2015-02-12T23:00:00Z,Newspaper,NoordelijkDagblad,Rechtsbijstand,0
150285237,2015-02-13T00:00:00Z,Newspaper,NoordelijkDagblad,OZB-aanslag,0
150285464,2015-05-23T00:00:00Z,Newspaper,FD,"De extra bezuinigingen in 2013 waren niet nodig, maar ook niet schadelijk",0
150285703,2015-05-08T00:00:00Z,Newspaper,FD,Spaargrens,0
150285763,2015-05-05T00:00:00Z,Newspaper,FD,Groei- en banencijfers zetten druk op onderhandelingen met Grieken,0
150285890,2015-04-28T00:00:00Z,Newspaper,FD,Waartoe dient het handelsverdrag?,0
150285949,2015-04-23T00:00:00Z,Newspaper,FD,Vergrijzing remt huizenprijzen,0
150285997,2015-04-21T00:00:00Z,Newspaper,FD,`Klein bedrijf meest gebaat bij akkoord met VS',0
150286068,2015-04-16T00:00:00Z,Newspaper,FD,"ECB kan schuld kopen van BNG, Waterschapsbank en FMO",0
150286193,2015-04-10T00:00:00Z,Newspaper,FD,Breng gevaren fondsen in kaart,0
150286491,2015-03-24T00:00:00Z,Newspaper,FD,Snel groeiend FMO gaat ook `impact' meetellen,0
150286649,2015-03-04T00:00:00Z,Newspaper,FD,`Denemarken laat euro niet los',0
150286741,2015-02-26T00:00:00Z,Newspaper,FD,Ook Ierse rente duikt onder 1%,0
150286851,2015-03-14T00:00:00Z,Newspaper,FD,"`Noors model' vertoont barstjes; Terwijl Nederland de aardgasbaten verjubelde, stopten de Noren de inkomsten uit olie in een speciaal fonds. Moeten `wij' dat voorbeeld alsnog volgen?",0
150287028,2015-02-21T00:00:00Z,Newspaper,FD,V&D stelt eventuele uitvoering loonsverlaging uit tot maart,0
150287150,2015-02-13T00:00:00Z,Newspaper,FD,Lening tegen laagste rente ooit,0
150287154,2015-02-13T00:00:00Z,Newspaper,FD,Zweedse centrale bank stapt over op negatieve rente,0
150287155,2015-02-13T00:00:00Z,Newspaper,FD,State of the market,0
150287158,2015-02-13T00:00:00Z,Newspaper,FD,Minder gas winnen hoeft geen geld te kosten,0
150287160,2015-02-13T00:00:00Z,Newspaper,FD,`Britse inflatie zal verder dalen',0
150287797,2015-04-11T00:00:00Z,Newspaper,Gelderlander,Zo word je een succesvolle huisjesmelker,0
150287829,2015-04-09T00:00:00Z,Newspaper,Gelderlander,Advies: verzacht de bezuiniging op cultuur,0
150288030,2015-03-10T00:00:00Z,Newspaper,Gelderlander,Waarom dat extra biljoen?,0
150288147,2015-02-19T00:00:00Z,Newspaper,Gelderlander,Specialiseren om te overleven,0
150288212,2015-02-06T00:00:00Z,Newspaper,Gelderlander,'Hypotheekrente gaat omlaag',0
150288219,2015-02-05T00:00:00Z,Newspaper,Gelderlander,Bonden dagen V&D voor rechter ondanks verzachte loonmaatregel,0
150289411,2015-04-27T00:00:00Z,Newspaper,AD,Gemeenten verdienen aan werklozen,0
150289890,2015-03-05T23:00:00Z,Newspaper,AD,'Rijke Rotterdammer moet starter helpen',0
150290321,2015-05-06T00:00:00Z,Newspaper,NHD,Vaak ander doel vakantiegeld,0
150290550,2015-03-24T00:00:00Z,Newspaper,NHD,Beurs blijft lokken; Nieuwe site over beursgeschiedenis,0
150290728,2015-02-21T00:00:00Z,Newspaper,NHD,SER: eerder hulp bij zoeken baan,0
150290814,2015-02-07T00:00:00Z,Newspaper,NHD,Rechtsbijstand moet zuiniger,0
150290877,2015-05-28T22:00:00Z,Newspaper,Volkskrant,"Voorstel komt te snel, eerst even uitblazen",0
150291001,2015-05-15T00:00:00Z,Newspaper,Volkskrant,Banken lonken naar - sommige - zzp'ers,0
150291466,2015-04-18T00:00:00Z,Newspaper,Volkskrant,Burger is wakker: TTIP komt eraan,0
150291467,2015-04-18T00:00:00Z,Newspaper,Volkskrant,Wat is TTIP?,0
150291524,2015-04-15T00:00:00Z,Newspaper,Volkskrant,In 2030 geen import energie meer door VS,0
150292485,2015-05-04T22:00:00Z,Newspaper,Trouw,Aruba mag eigen begroting controleren,0
150292612,2015-04-16T22:00:00Z,Newspaper,Trouw,Asscher: Wet flexwerk niet na paar incidenten aanpassen,0
150292655,2015-04-11T00:00:00Z,Newspaper,Trouw,Ser wil steun voor sociale bedrijven,0
150292763,2015-03-27T23:00:00Z,Newspaper,Trouw,Werken aan de Nieuwe Zijderoute,0
150292974,2015-03-04T00:00:00Z,Newspaper,Trouw,Triodos wil sterker inzetten op hypotheken,0
150293151,2015-02-06T23:00:00Z,Newspaper,Trouw,Juist nu is er behoefte aan eenheid op het continent,0
150759578,2015-06-05T00:00:00Z,Newspaper,AD,Olieprijs,0
150759764,2015-07-04T00:00:00Z,Newspaper,NoordelijkDagblad,Pon koopt in VS fietsfabrikant,0
150760841,2015-07-04T00:00:00Z,Newspaper,NHD,Beleggers wachten op referendum,0
150761251,2015-06-10T00:00:00Z,Newspaper,NRC,Arbeidsverhoudingen Zzp-aftrek verdeelt vakbonden ; Economie Kort,0
150761515,2015-06-27T00:00:00Z,Newspaper,Telegraaf,EU-geld voor werkloosheid,0
150761558,2015-06-24T00:00:00Z,Newspaper,Telegraaf,'Lage rente houdt aan',0
163464792,2015-07-04T00:00:00Z,Newspaper,Trouw,'Met nee houden we onze waardigheid',0
163464805,2015-06-22T00:00:00Z,Newspaper,Trouw,"Drie jaar WW staat in de wet, maar blijkt een dood recht",0
163500016,2015-06-12T00:00:00Z,Newspaper,FD,Minder ontslagbescherming en lagere WW moeten oudere aan werk krijgen,0
163500024,2015-06-08T00:00:00Z,Newspaper,FD,Scholingsrechten meenemen naar nieuwe werkgever; Belemmeringen verklaren voor deel bevinding van Oeso dat kwart werknemers wel opleiding wil volgen maar dit niet doet,0
163500101,2015-06-16T00:00:00Z,Newspaper,FD,Huizenprijzen stijgen weer na verlies Labour,0
164107322,2015-07-04T00:00:00Z,Newspaper,NoordelijkDagblad,"V&D : geen loonoffer, wel 400 ontslagen",0
164107492,2015-06-27T00:00:00Z,Newspaper,Telegraaf,Regels over ontslag worden eenvoudiger,0
164107571,2015-07-04T00:00:00Z,Newspaper,Volkskrant,Het gevecht voor 15 dollar per uur,0
164107832,2015-07-03T22:00:00Z,Newspaper,NRC,Huurstijging bepaald door kwaliteit woning,0
164107833,2015-07-04T00:00:00Z,Newspaper,NRC,V&D : akkoord met een zwart randje,0
164107914,2015-07-03T22:00:00Z,Newspaper,Trouw,Nieuwe plannen kabinet om huurstijging in te dammen,0
10367,2015-02-13T09:52:58Z,Internet,4 NOS.nl,Dijsselbloem pessimistisch over snelle stappen Grieken,-1
12255,2015-04-22T10:00:30Z,Internet,4 NOS.nl,TSN Thuiszorg vreest honderden gedwongen ontslagen,-1
12363,2015-04-27T06:42:30Z,Internet,4 NOS.nl,Deutsche Bank bezuinigt miljarden na megaboete,-1
12681,2015-05-11T16:13:45Z,Internet,4 NOS.nl,'EU-ministers nog niet tevreden over Griekenland',-1
13105,2015-05-28T20:18:49Z,Internet,4 NOS.nl,Bonden bezorgd over flirt tussen Delhaize en Ahold,-1
17403,2015-05-24T10:11:42Z,Internet,6 nrc.nl,Griekse minister: we hebben het geld niet voor volgende IMF-beta,-1
17825,2015-06-11T03:01:07Z,Internet,6 nrc.nl,Griekenland en schuldeisers: meer onderhandelingen nodig,-1
18203,2015-06-26T07:55:26Z,Internet,6 nrc.nl,'Duizenden banen weg bij Air France' ',-1
18231,2015-06-27T15:57:49Z,Internet,6 nrc.nl,Hulpprogramma Griekenland wordt niet verlengd,-1
18267,2015-06-30T03:30:43Z,Internet,6 nrc.nl,LIVE: ' 'Laatste bod' ' alweer afgewezen - Grieken overwegen jur,-1
18463,2015-07-08T06:56:19Z,Internet,6 nrc.nl,Nieuwe maatregelen in China na vrije val beurs,-1
18751,2015-07-22T19:07:53Z,Internet,6 nrc.nl,Duizenden Grieken protesteren in Athene tegen bezuinigingen,-1
20099,2015-06-14T17:50:03Z,Internet,1 Nu.nl,'Gesprekken met Griekenland weer zonder resultaat afgebroken',-1
23939,2015-03-13T18:07:05Z,Internet,2 telegraaf.nl,S&#38;P blijft somber over Griekenland,-1
25057,2015-03-28T23:43:14Z,Internet,2 telegraaf.nl,Best Buy schrapt 1500 banen,-1
25859,2015-04-09T07:52:41Z,Internet,2 telegraaf.nl,Meer faillissementen in maart,-1
26193,2015-04-14T06:41:12Z,Internet,2 telegraaf.nl,Wisselkoersen drukken winstgroei Michael Page,-1
26857,2015-04-22T10:23:32Z,Internet,2 telegraaf.nl,TSN Thuiszorg wil 650 medewerkers kwijt,-1
28489,2015-05-18T04:00:00Z,Internet,2 telegraaf.nl,Kabinet moet banendestructie aanpakken,-1
31705,2015-06-24T22:34:07Z,Internet,2 telegraaf.nl,'Laagopgeleide raakt verder achterop',-1
31787,2015-06-26T03:30:00Z,Internet,2 telegraaf.nl,Dubbelfout bij crisistaks,-1
33171,2015-07-12T11:52:07Z,Internet,2 telegraaf.nl,Luxemburg waarschuwt voor tweespalt Grexit,-1
36159,2015-02-26T10:07:00Z,Internet,5 volkskrant.nl,Heijmans in het rood door bouwmalaise,-1
39853,2015-04-26T12:40:00Z,Internet,5 volkskrant.nl,'IMF schetst zwart scenario voor Griekenland',-1
40067,2015-04-29T06:00:00Z,Internet,5 volkskrant.nl,82 werknemers weg bij crÃ¨ches door 'signalen' bij screening,-1
41177,2015-05-20T17:38:00Z,Internet,5 volkskrant.nl,'Griekenland op 5 juni bankroet',-1
43757,2015-06-30T19:57:00Z,Internet,5 volkskrant.nl,Griekenland officieel in gebreke bij IMF,-1
148571912,2015-05-02T00:00:00Z,Newspaper,NRC,Een muur van zorgen,-1
148572031,2015-04-22T00:00:00Z,Newspaper,NRC,UWV blokkeert ontslag van 158 man bij Heijmans,-1
148572304,2015-03-28T00:00:00Z,Newspaper,NRC,Opeens waren ze blut bij de Riagg,-1
148572626,2015-03-06T00:00:00Z,Newspaper,NRC,[Bankroet Amsterdam. Het aantal bedrijven dat faill...]*,-1
150277973,2015-02-17T00:00:00Z,Newspaper,NRC,De pseudo-heffing die Feyenoord pijn doet ; Column,-1
150280838,2015-05-07T00:00:00Z,Newspaper,Telegraaf,Zorgen op Wall Street,-1
150281163,2015-04-14T00:00:00Z,Newspaper,Telegraaf,Overdracht in mkb sneuvelt voor finish,-1
150281726,2015-03-10T00:00:00Z,Newspaper,Telegraaf,"Pensioenfonds klem door ECB; Van beursbonanza wordt niet maximaal geprofiteerd, lage rente doet pijn",-1
150281763,2015-03-07T00:00:00Z,Newspaper,Telegraaf,Grieken zijn weer platzak,-1
150281956,2015-02-24T00:00:00Z,Newspaper,Telegraaf,Verkoop van huizen daalt,-1
150282115,2015-02-13T00:00:00Z,Newspaper,Telegraaf,Melkprijs in vrije val; Laag tarief voor melkveehouders begint zich te wreken,-1
150282117,2015-02-13T00:00:00Z,Newspaper,Telegraaf,Tik voor begroting door lage inflatie; Daling gasprijs is extra tegenvaller overheid,-1
150282123,2015-02-13T00:00:00Z,Newspaper,Telegraaf,'Werk in zorg onmogelijk door bezuinigingen',-1
150282126,2015-02-13T00:00:00Z,Newspaper,Telegraaf,Banen weg door inzet postscooter,-1
150284144,2015-04-17T00:00:00Z,Newspaper,NoordelijkDagblad,'Vaste baan is niet langer de norm',-1
150284575,2015-04-25T00:00:00Z,Newspaper,NoordelijkDagblad,Grieken krijgen wind eurogroep van voren,-1
150284858,2015-03-25T00:00:00Z,Newspaper,NoordelijkDagblad,Restschulden nekken bouw,-1
150285106,2015-02-27T00:00:00Z,Newspaper,NoordelijkDagblad,Einde voor Synergon en Wedeka,-1
150285160,2015-02-20T00:00:00Z,Newspaper,NoordelijkDagblad,'Werkgevers torpederen cao's',-1
150285322,2015-02-05T00:00:00Z,Newspaper,NoordelijkDagblad,Coevorder voetbalclubs voorzien ondergang,-1
150285689,2015-05-08T00:00:00Z,Newspaper,FD,IMF pleit voor wederopleving securitisaties voor mkb ; Pogingen om deze markt nieuw leven in te blazen zijn onvoldoende,-1
150285850,2015-04-30T00:00:00Z,Newspaper,FD,Afwachtende Fed en matige groei drukken beurzen VS,-1
150285942,2015-04-24T00:00:00Z,Newspaper,FD,Brussel ligt dwars bij nieuw instituut voor hypotheken,-1
150286325,2015-04-01T00:00:00Z,Newspaper,FD,Ziek van vrijhandel,-1
150286328,2015-04-01T00:00:00Z,Newspaper,FD,Zwakke start beursjaar,-1
150286406,2015-03-28T00:00:00Z,Newspaper,FD,"Het lukt de AEX maar niet door de 500 puntengrens te breken +7,2% -9,3%",-1
150286500,2015-03-24T00:00:00Z,Newspaper,FD,De kosten van een `Grexit' zijn veel groter dan slechts financieel,-1
150286710,2015-02-28T00:00:00Z,Newspaper,FD,Bronzen pensioenstelsel maakt Nederland gevaarlijk illiquide,-1
150286729,2015-02-26T23:00:00Z,Newspaper,FD,Noodlijdend Oekraïne hoopt op IMF-noodkrediet,-1
150286797,2015-03-18T00:00:00Z,Newspaper,FD,Afnemende groei hypotheken,-1
150286853,2015-03-14T00:00:00Z,Newspaper,FD,Olieprijs Malaise,-1
150286991,2015-02-24T00:00:00Z,Newspaper,FD,Huizenverkopen VS gedaald,-1
150287082,2015-02-18T00:00:00Z,Newspaper,FD,Griekenland loopt zonder steun al snel financieel vast; De regering in Athene staat onder grote druk. Begin maart moeten de Grieken al leningen aflossen,-1
150287149,2015-02-13T00:00:00Z,Newspaper,FD,Commerzbank voorziet nieuwe tegenslagen,-1
150287157,2015-02-12T23:00:00Z,Newspaper,FD,AFM noemt cfd's `zeer risicovolle producten'; Lang verwacht rapport wijst op enorme verliezen bij beleggers in andere landen en hoge restschulden,-1
150287733,2015-04-23T00:00:00Z,Newspaper,Gelderlander,FNV pleit voor crisispakket pensioenfondsen,-1
150287744,2015-04-22T00:00:00Z,Newspaper,Gelderlander,Redactie Telegraaf verzet zich tegen bezuinigingen,-1
150289675,2015-03-31T00:00:00Z,Newspaper,AD,Nederland kost Grieken miljoenen,-1
150289787,2015-03-18T00:00:00Z,Newspaper,AD,Lufthansa-piloten staken,-1
150290043,2015-02-19T00:00:00Z,Newspaper,AD,Air France en KLM moeten op zoek naar nieuwe besparingen,-1
150290155,2015-02-06T00:00:00Z,Newspaper,AD,Profclubs nog in rode cijfers,-1
150290165,2015-02-05T00:00:00Z,Newspaper,AD,Rabo moet Bruggink terugfluiten,-1
